no,w,t1,t2,t19,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q1a_10,q1a_11,q1a_12,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9_0_1,q9_1_1,q9_2_1,q9_3_1,q10,q10a,q11,n12,q13,q13a_1_1,q13a_1_2,q13a,n14,n14a_1_1,n14a_2_1,n14b_1_1,n14b_1_2,q15,q15a_1_1,q15a_1_2,q15b,q15c_1,q15c_2,q15c_3,q15c_4,q151,q151a,q16,q16a,q17,q17a,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18b,q19,q19a,q19b_1,q19b_3,q19b_4,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q21a_1,q21a_2,q21b_1,q21b_2,q21c_1,q21c_2,q21d_1,q21d_2,q21e_1,q21e_2,q21f_1,q21f_2,q21g_1,q21g_2,q21h_1,q21h_2,q22,q22a,q22b_1,q22b_2,q22b_3,q22b_4,q22b_5,q22b_6,q22b_7,q22b_8,q22c,q22d,q23,q23a,q24_1,q24_2,q24_3,q25,q25a_1,q25a_2,q25a_3,q25a_4,q25a_5,q25a_6,q25a_7,q25a_8,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7
B1217394,66.9290538475225,12,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,4,1,0,0,0,0,0,3,2,2,2,1,2,19268,17000,2268,0,1, ,2,1,1,3,0,3,2,6.5,19.5,3,30,2,3,10,1,0,0,0,0,2,1,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,3,3,3,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0
B1217395,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,18000,18000,0,0,1, ,1,1,1,0,10,.166666667,2,7,19,3,3,1,4,11, ,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
B1217400,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,2,1,0,0,0,0,3,2,3,1,1,1,20145,17310,2835,0,1, ,2,2,1,2,0,2,2,6,22.5,6,20,3, , ,1,0,1,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,5,5,3,5,3,5,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
B1217401,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,19835,17000,2835,0,1, ,1,1,2, , ,0,2,6,20,3,0,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217402,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,20300,18000,1800,500,2,1,1,1,1,3.5,0,3.5,2,8,22,3,0,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
B1217403,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,2,0,0,1,0,0,3,2,3,1,1,1,20400,18000,2400,0,1, ,1,1,2, , ,0,2,8,19,4,30,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,1,1,0,1,1, ,0,0,0,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
B1217407,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,23517,21000,2100,417,2,1,1,1,1,2,0,2,2,8.5,21.5,2,0,2,1,4,1,0,0,0,0,2,1,2, ,2, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217409,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,1,0,0,0,0,0,3,2,2,2,1,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,7,20,1,30,3, , ,1,0,1,1,0,2,1,2, ,2, ,1,1,0,1,0,2,1, ,0,0,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
B1217410,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,20400,18000,2400,0,1, ,1,1,1,1,0,1,2,6,21,4,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,1,1,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B1217411,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,1,1,1,1,0,3,2,2,2,1,1,19768,17000,2268,500,2,1,1,1,1,5,0,5,2,8,22,4,0,2,1,10,1,0,0,0,0,2,1,2, ,3, ,1,0,0,1,0,2,1, ,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
B1217417,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,3,2,3,2,1,2,19835,17000,2835,0,1, ,1,1,2, , ,0,2,7,21,3,0,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,5,3,3,4,2,4,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
B1217419,73.8391150145825,12,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,3,2,1,1,1,2,19832,17500,2332,0,1, ,2,1,2, , ,0,2,7,19,1,30,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217420,73.8391150145825,12,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,1,2,1,1,19835,17000,2835,0,1, ,2,1,1,1.5,0,1.5,2,6.8,20.5,2.5,0,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,3,3,2,3,2,3,2,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
B1217421,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,0,3,2,2,2,1,1,21900,18000,2400,1500,1, ,1,1,2, , ,0,2,6.5,17.5,3,30,3, , ,1,0,1,0,0,1, ,2, ,2, ,1,1,1,1,0,2,1, ,0,0,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
B1223281,3.6680396987873,12,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,1,3,2,2,1,19768,17000,2268,500,1, ,1,1,2, , ,0,2,8,18,2,0,2,2,8,1,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1223286,50.0817670970091,12,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,1,1,0,0,0,3,2,2,2,2,1,18701,17000,1701,0,1, ,1,1,1,4,0,4,1,7,22,1,0,2,1,11,1,0,0,0,0,2,1,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,3,3,3,3,3,3,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,0,0,1,4,2, ,0,0,1,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
B1223287,42.0008036067461,12,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,1,0,0,0,0,0,3,2,3,3,2,2,19268,17000,2268,0,2,1,1,1,2, , ,0,2,7,20.5,1,40,3, , ,1,1,0,0,0,1, ,2, ,1,3,1,1,0,0,0,1,1, ,0,0,0,2,2,2,2,3,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
B1223288,42.0008036067461,12,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,3,2,1,19268,17000,2268,0,1, ,1,1,1,8,0,8,1,7,19,4,0,2,1,11,1,0,0,0,0,2,1,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B1223289,42.0008036067461,12,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,1,1,1,1,0,3,2,3,3,2,2,19268,17000,2268,0,1, ,1,1,1,2,0,2,2,7.5,20,3,30,3, , ,1,0,1,0,0,1, ,1,1,1,3,1,1,1,0,0,1,1, ,0,0,0,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B1223290,42.0008036067461,12,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,4,1,0,0,0,0,0,3,2,3,2,2,1,20201,17000,1701,1500,1, ,1,1,1,1,0,1,2,8.5,22,3,0,2,1,11,1,0,0,0,0,2,1,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,2,2,1,2,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
B1223291,50.0817670970091,12,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,3,2,1,17000,17000,0,0,1, ,1,1,1,3,30,3.5,2,7,20,1,30,1,4,12, ,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
B1227422,50.0817670970091,12,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,4,2,1,0,1,0,0,3,2,2,3,2,2,19268,17000,2268,0,4, ,1,1,1,2,30,2.5,2,7,20,1,30,3, , ,1,1,0,0,0,1, ,1,5,3, ,1,1,1,0,0,2,1, ,0,0,0,3,3,3,3,2,3,3,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,0,1,1,0,1,1,0,0,2,1,1,2,1,1,0,2,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
B1227423,50.0817670970091,12,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,5,6,2,1,0,0,0,0,3,2,2,2,2,2,20268,17000,2268,1000,1, ,1,2,2, , ,0,2,7,24,4,0,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,2,1,1,0,0,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,1,1,0,1,1,0,0,2,1,2, ,1,0,0,2,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
B1227424,42.0008036067461,12,3,1,2,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,20300,18000,1800,500,1, ,1,1,1,2,0,2,2,7,20,1,40,2,1,11,1,0,0,0,0,2,1,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
B1227427,42.0008036067461,12,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,3,2,3,1,2,1,23000,23000,0,0,1, ,1,1,1,4,0,4,1,8,21,2,0,1,4,11, ,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,3,1,2,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
B1233294,11.0027067692339,12,3,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,0,3,1,4,1,3,1,26300,23800,0,2500,1, ,1,1,1,11,0,11,1,8,17,1,0,1,4,11, ,0,0,0,0,1, ,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,3,3,2,3,2,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
B1243300,6.55015260498972,12,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,1,2,1,4,1,19134,17000,1134,1000,1, ,1,1,1,2,0,2,1,8,18,3,0,2,2,8,1,0,0,0,0,2,1,1,1,2, ,1,1,0,1,0,2,1, ,0,0,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1243301,5.48652695878786,12,3,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,1,3,1,4,2,28499,25000,2499,1000,1, ,1,1,2, , ,0,2,8,20,2,30,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
B1243308,70.967001560261,12,3,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,2,1,4,1,20800,18000,1800,1000,1, ,1,1,2, , ,0,2,7.5,20,3,0,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,4,3,2,3,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
B1243310,70.967001560261,12,3,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,1,4,1,20800,18000,1800,1000,1, ,1,1,1,2,0,2,2,7,20,1,30,2,1,10,1,0,0,0,0,1, ,1,1,1,2,1,1,1,1,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,0,4,3,1,1,1,0,0,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0
B1243312,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5,5,2,0,1,0,1,0,3,2,3,2,4,1,20104,17000,2268,836,2,1,1,1,1,9,0,9,1,8,20,3,0,3, , ,1,1,1,1,0,2,1,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,2,1,2,2,2,2,2,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,2,0,1,1,0,1,0,1,0,2,1,2, ,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
B1243313,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,2,0,1,0,1,0,3,2,3,1,4,1,21835,17000,2835,2000,1, ,1,1,1,2,20,2.333333333,2,7,20,1,40,2,1,10,1,0,0,0,0,2,1,1,1,1,3,1,1,0,0,0,2,1, ,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,0,2,4,1,1,1,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
B1243315,70.967001560261,12,3,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,1,0,0,0,0,3,2,2,1,4,1,20800,18000,1800,1000,1, ,2,1,1,8,0,8,2,7,19,2,30,2,1,10,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
B1243318,59.4432512836582,12,3,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,3,2,3,2,4,2,19268,17000,2268,0,1, ,1,1,2, , ,0,2,6,20,1,40,3, , ,1,1,1,0,0,1, ,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,3,2,2,3,2,2,2,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
B1247430,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,2,1,0,0,1,0,3,2,3,1,4,1,21400,18000,2400,1000,1, ,1,1,2, , ,0,2,6,22,5,0,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,3,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
B1247431,57.6626686793971,12,3,1,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,4,1,4,1,20800,18000,1800,1000,1, ,1,1,1,2,20,2.333333333,2,7,20,1,40,2,1,11,1,0,0,0,0,1, ,1,1,2, ,1,0,0,1,0,1,1, ,0,0,0,3,3,3,3,2,3,3,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B1247432,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,1,4,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,8,20,3,30,2,1,10,1,0,0,0,0,2,1,1,1,2, ,1,1,0,1,0,1,1, ,0,0,0,2,2,2,3,2,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
B1247433,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,1,4,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,7,21,2,0,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,2,2,2,2,1,1,2,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,1,0,0,0,4,4,2, ,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
B1247434,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,2,0,0,1,0,0,3,2,3,2,4,1,20000,17000,2268,732,1, ,2,1,1,2,0,2,2,6,21,1,30,2,1,4,1,0,0,0,0,2,1,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,3,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B1247435,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,3,2,3,1,4,1,20835,17000,2835,1000,2,1,1,1,2, , ,0,1,7,19,2,30,3, , ,1,1,1,1,0,2,1,1,5,2, ,1,1,1,0,0,2,1, ,0,0,0,3,3,2,3,2,2,2,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
B1247436,59.4432512836582,12,3,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,1,0,0,0,0,0,3,2,3,2,4,1,26666,25000,1666,0,2,1,1,1,1,1,30,1.5,2,8.5,20,1,30,2,2,8,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,1,2,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,2,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B1247437,70.967001560261,12,3,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,1,4,1,20800,18000,1800,1000,1, ,1,1,1,2,30,2.5,2,7,20,1,30,2,1,11,1,0,0,0,0,2,1,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,3,3,3,3,3,3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,1,1,1,1,0,1,1,0,4,3,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
