no,w,county,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q2a_11,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a2,q12b,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q14,q14a_1,q14a_2,q14b_1,q14b_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25b,q25ba,q25baa,q25baao,q25bb
545448,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,19263,17000,2263,0,2,12,1,0,0,0,0,1, ,1,4,30,2,7,7,4,30,1,2,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,3,1,0,0,1,1,0,0,0,1,1,2, ,0,0,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0,1, , , , , 
545504,50.30926772,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,1,0,0,0,0,0,1,2,1,2,1,2,1, ,2,19268,17000,2268,0,3, ,1,1,0,1,0,2,1,1,2,8,2,7,8,3,10,1,1,1,2,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
545765,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,2,0,0,0,1,0,1,2,2,2,1,1,1, ,1,20268,17000,2268,1000,2,11,1,0,0,0,0,2,1,1,1,0,2,10,10,1,0,1,1,1,2,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,0,0,1,1,1,0,0,0,1,1,1,2,0,0,1,2,1,1,1,0,0,0,1,1,0,0,0,1,0,1, , , , , 
545927,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,3,1,1,1, ,3,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,6.5,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,3,1,0,1,1,0,0,0,0,2,1,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2, , , ,4
546039,51.11442568,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,19500,17000,2500,0,3, ,1,1,1,1,0,2,1,1,1,0,2,6,8,1.5,0,1,2,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
546051,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,0,0,0,0,1,2,2,2,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,6,3,30,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,4,3,3,2,3,1,1,1,0,1,1,0,0,0,0,2,1,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
546266,54.71297952,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,19500,17000,2268,232,3, ,1,1,0,0,0,1, ,1,1,0,2,7,9,2,0,2, ,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
546359,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,2,2,3,1,1,1,1, ,1,19000,17000,2000,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,9,2,45,1,1,2, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3, , , , 
546417,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,3,1,1,2,1, ,2,21103,18835,2268,0,3, ,1,1,0,0,0,1, ,1,2,0,2,6,9,4,0,1,1,2, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,1,3,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
546655,51.5871406,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,22000,17000,3000,2000,3, ,1,1,0,0,0,1, ,2, , ,2,6,8,4,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
546714,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,2,50,1,1,1,1,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,3,1,0,1,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
546844,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,2,3,1,1,2,1,1,20000,17000,3000,0,2,30,1,0,0,0,0,1, ,2, , ,2,7,10,2,50,2, ,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,0,0,0,3,2,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
547157,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,2,1,0,0,0,0,1,2,2,1,1,1,1, ,1,25000,21500,3000,500,3, ,1,1,0,0,0,1, ,2, , ,2,10,12,3,0,2, ,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2, , , ,4
547487,50.8106561,10,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,3,2,1,1,0,0,0,1,2,3,2,1,1,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,2,1,1,1,0,2,5.5,7.5,1.5,0,1,2,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,3,3,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
547724,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,0,0,0,1,2,3,2,1,1,1, ,1,24268,21500,2268,500,3, ,1,1,0,0,0,1, ,1,0,15,2,6,9,2,0,2, ,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,3,2,2,1,1,3,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
548298,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,1,0,0,1,2,2,2,1,1,1, ,2,22000,17000,2268,2732,1,13.5, ,0,0,0,0,1, ,2, , ,2,8.5,10,5,0,2, ,1,1,1,1,1,1,0,1,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
548454,49.776931,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,2,2,1,0,0,0,0,1,2,2,2,2,2,1, ,2,18634,17000,1134,500,2,10.5,1,0,0,0,0,2,1,2, , ,1,8.5,7,2,50,1,1,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,0,0,0,0,0,1,0,0,1,1,2, ,1,0,0,2,0,1,0,1,1,0,0,1,1,0,0,1,0,2,1,1, , , 
548600,50.8106561,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,19268,17000,2268,0,2,12,1,0,0,0,0,2,1,1,1,40,2,7,8,2,0,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
548643,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,2,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,1, ,1,0,24,2,8,8,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
548760,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,0,0,0,1,2,3,2,1,1,1, ,2,19300,17000,2300,0,2,28,1,0,0,0,0,1, ,1,10,0,2,6,8,3,0,2, ,3, ,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,1,3,0,0,1,0,1,0,1,0,2,4,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
549159,61.33519211,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,22698,20430,2268,0,2,6,1,0,0,0,0,1, ,1,0,12,2,7,8,4,0,1,1,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2, , , ,4
549349,52.91867064,4,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,2,3,1,1,2,1, ,1,22835,19500,2835,500,3, ,1,0,1,0,0,1, ,2, , ,1,6.5,6.5,5,30,2, ,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,4,3,4,3,1,3,1,0,1,1,0,0,0,0,2,1,1,2,1,1,0,2,0,1,0,1,1,0,0,1,0,1,1,0,0,1, , , , , 
549487,7.296877217,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,3,2,1,1,1, ,2,17396,17000,396,0,2,12,1,0,0,0,0,1, ,1,3,4,2,7,8,2,30,1,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1, , , , , 
549568,52.91867064,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,3,2,0,1,0,1,0,1,2,3,1,1,1,2,1,1,24835,21500,2835,500,2,8,1,0,0,0,0,2,1,1,1,30,1,8,8,1,30,1,2,1,1,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
549739,53.36167925,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,4,2,1,1,1, ,1,23118,18850,2268,2000,3, ,1,0,0,1,0,2,1,1,1,0,2,8,9,5,0,1,1,2, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , , ,4
549855,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,0,1,2,3,2,1,1,1, ,1,22398,20130,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,2,50,1,1,1,3,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
550088,53.74892939,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,17500,17500,0,0,1,2, ,0,0,0,0,1, ,2, , ,2,6,5,2,30,1,1,1,2,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1, , , , , 
550124,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,0,0,1,2,2,2,1,1,2,1,1,19000,17000,2000,0,3, ,1,1,1,1,0,2,1,1,2,0,2,7,8,2,40,1,2,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
550755,63.20866251,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,1,0,0,0,1,2,4,1,4,2,1, ,1,18134,17000,1134,0,2,13,1,0,0,0,0,1, ,1,0,52,1,7,8,2,30,1,1,3, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,1,3,0,0,0,1,0,1,0,0,1,4,2, ,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3, , , , 
550936,25.5682361,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,1,0,2,1,2, , ,2,7,8,2,30,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
551211,50.9298838,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,19268,17000,2268,0,2,12,1,0,0,0,0,1, ,1,1,30,2,6,9,1,30,2, ,2, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1, , , , , 
551326,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,24268,21500,2268,500,2,13,1,0,0,0,0,2,1,1,1,0,2,7.5,8.5,2.5,0,1,2,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,4,2, ,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
551335,54.93715506,11,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,2,2,1,0,0,0,0,3,2,3,1,1,1,1, ,2,18134,17000,1134,0,2,12,1,0,0,0,0,1, ,1,3,4,2,7,8,2,30,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,0,0,1,1,0,0,0,0,2,4,2, ,1,0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1, , , , , 
551339,54.93715506,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,20000,20000,0,0,1,18, ,0,0,0,0,1, ,1,2,30,2,8,5,1,30,2, ,2, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,0,0,0,0,0,2,1,2, ,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
551539,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,2,2,1,2,2,1,1,19268,17000,2268,0,3, ,1,0,0,0,1,1, ,2, , ,2,7,8,3,30,1,1,3, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
551682,5.262008084,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,1,2,1,1, ,1,19134,17000,1134,1000,2,12,1,0,0,0,0,1, ,1,0,48,2,8,8,3,30,1,1,3, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
551776,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,18000,17000,1000,0,3, ,1,1,0,0,0,1, ,1,1,0,2,7,9,2,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,1,1,0,1,1,0,0,0,0,2,2,1,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
551885,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,2,1,1,24268,21500,2268,500,3, ,1,1,0,1,0,2,1,2, , ,1,7,8,2,40,1,2,3, ,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,2,1,0,1,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
552271,55.06606563,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2,3,1,1,1, ,1,22000,17000,2835,2165,1,12, ,0,0,0,0,1, ,1,3,4,2,8,7,2,0,1,1,1,2,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1, , , , , 
552303,42.45729774,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,2,1,1,1,2,1,1,19268,17000,2268,0,3, ,1,1,1,1,0,2,1,1,2,0,2,8,8,3,30,2, ,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1, , , , , 
552365,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,0,1,2,3,2,1,1,1, ,1,18000,17000,1000,0,2,30,1,0,0,0,0,1, ,1,6,0,1,6,9,4,0,2, ,1,1,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
552461,52.58108011,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,4,2,1,1,1, ,1,24335,17000,2835,4500,3, ,1,1,0,0,0,1, ,1,1,0,2,8,6,3,0,2, ,2, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,3,1,1,0,0,1,0,0,1,1,0,1,1,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1, , , , , 
552484,40.26924962,20,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1, ,1,19268,17000,2268,0,2,9,1,0,0,0,0,2,1,1,8,0,1,8,5,3,10,1,1,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,1,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,1, , , 
552849,4.297045735,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,3,2,2,1,1, ,1,19268,17000,2268,0,1,12, ,0,0,0,0,1, ,1,10,0,2,7,9,4,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1, , , , , 
552858,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,18630,18630,0,0,1,13, ,0,0,0,0,1, ,1,6,0,2,7,8,3,10,1,1,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
553053,96.25044124,13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,4,1,1, ,1,20000,17000,3000,0,3, ,1,1,0,0,0,1, ,2, , ,2,8,8,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,4,2,2,1,3,1,1,0,1,1,1,0,0,0,0,2,1,2, ,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1, , , , , 
553072,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,0,1,2,2,2,1,1,4, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,1,0,2,7,11,2.5,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1, , , , , 
553213,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,5,2,1,1,0,0,0,1,2,2,2,1,1,1, ,1,20000,17000,3000,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,3,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
